Centroid,Voltage Class (kV),Owner
"-102.424968, 34.530207","100-161","BAILEY COUNTY ELEC COOP ASSN"
"-93.961047, 29.861416","100-161","ENTERGY TEXAS, INC."
"-96.447054, 33.705014","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.173343, 29.720097","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.232790, 27.886018","100-161","AEP TEXAS CENTRAL CO."
"-94.143902, 30.367297","100-161","ENTERGY TEXAS, INC."
"-97.777647, 32.742653","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.754780, 32.469788","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.125090, 29.371300","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.609462, 33.572174","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.380076, 33.509465","100-161","LAMB COUNTY ELECTRIC COOP, INC"
"-94.906061, 29.379649","100-161","TEXAS-NEW MEXICO POWER CO."
"-102.314367, 33.538412","100-161","LAMB COUNTY ELECTRIC COOP, INC"
"-95.045291, 29.647238","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.041830, 26.234425","100-161","AEP TEXAS CENTRAL COMPANY"
"-94.115076, 29.986547","100-161","ENTERGY TEXAS, INC."
"-96.485833, 32.925315","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.079281, 29.509662","100-161","CENTERPOINT ENERGY"
"-97.724637, 30.233371","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.544880, 29.115868","100-161","CENTERPOINT ENERGY"
"-95.113617, 29.817233","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.356231, 29.648355","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-97.817750, 30.071023","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-97.023765, 32.824194","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.703270, 35.296317","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-98.420354, 30.541848","100-161","PEDERNALES ELECTRIC COOP, INC"
"-94.934632, 29.378827","100-161","TEXAS-NEW MEXICO POWER CO."
"-96.555680, 31.297759","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.372254, 29.296161","100-161","NOT AVAILABLE"
"-106.561512, 31.821166","100-161","NOT AVAILABLE"
"-98.425764, 29.496147","100-161","BANDERA ELECTRIC COOP, INC"
"-96.734578, 32.779081","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.619582, 33.689933","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.665500, 32.721868","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.407056, 30.309065","100-161","ENTERGY TEXAS, INC."
"-96.690053, 33.079838","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.820912, 34.985450","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-95.753457, 29.695924","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-101.382165, 35.251274","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-93.970660, 29.823220","100-161","ENTERGY TEXAS, INC."
"-108.537173, 32.323574","100-161","DEMING ELECTRIC POWER COOPERATIVE"
"-95.951823, 30.531283","100-161","MID-SOUTH ELECTRIC COOP ASSN"
"-95.307459, 29.747479","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.823739, 30.474798","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.989660, 31.939300","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.358949, 31.858645","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.771219, 32.779912","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.803519, 32.732865","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.384279, 32.388415","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.162535, 30.113240","100-161","CENTERPOINT ENERGY"
"-96.055757, 29.238653","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.424601, 31.409038","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.516658, 32.990362","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.283310, 31.103670","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.723395, 30.055752","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.087921, 29.693436","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.133741, 28.893659","100-161","AEP TEXAS CENTRAL COMPANY"
"-97.429176, 27.811212","100-161","AEP TEXAS CENTRAL CO."
"-98.226385, 32.237144","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.784606, 30.098848","100-161","ENTERGY TEXAS, INC."
"-95.675575, 29.327901","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-102.137137, 36.069673","100-161","RITA BLANCA ELECTRIC COOP, INC"
"-102.524829, 31.905382","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.672402, 32.791313","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.402740, 31.768768","100-161","EL PASO ELECTRIC CO."
"-96.813787, 28.558462","100-161","AEP TEXAS CENTRAL COMPANY"
"-98.451627, 26.340150","100-161","AEP TEXAS CENTRAL CO."
"-95.073357, 29.704247","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.619291, 29.113904","100-161","TEXAS-NEW MEXICO POWER CO."
"-95.218467, 29.863972","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-102.062951, 32.022200","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.809332, 33.013084","100-161","ONCOR ELECTRIC DELIVERY COMPANY LLC"
"-94.139493, 30.362553","100-161","SAM HOUSTON ELECTRIC COOP INC"
"-96.891881, 32.874805","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.710691, 29.483540","100-161","BANDERA ELECTRIC COOP, INC"
"-101.867092, 33.994515","100-161","LAMB COUNTY ELECTRIC COOP, INC"
"-98.157708, 30.467899","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.700131, 32.723637","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.643179, 26.145050","100-161","AEP TEXAS CENTRAL CO."
"-106.009739, 34.554381","100-161","CENTRAL NEW MEXICO ELECTRIC COOPERATIVE"
"-99.376082, 28.632548","100-161","AEP TEXAS CENTRAL COMPANY"
"-99.612955, 32.362335","100-161","AEP TEXAS NORTH CO."
"-101.422563, 32.273737","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.898488, 32.814528","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.995030, 29.988303","100-161","ENTERGY TEXAS, INC."
"-101.965945, 33.575156","100-161","CITY OF LUBBOCK - (TX)"
"-97.676558, 30.426653","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.899049, 32.709990","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.374837, 29.726946","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.409495, 31.079993","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.148113, 33.166591","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.833554, 35.105851","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-97.192737, 32.887934","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.296285, 31.117482","100-161","AEP TEXAS NORTH CO."
"-96.794860, 32.751010","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.194965, 30.622477","100-161","MID-SOUTH ELECTRIC COOP ASSN"
"-97.140254, 32.812832","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.938708, 35.228343","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-96.760425, 32.842293","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.875529, 32.700929","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.216010, 32.403477","100-161","EL PASO ELECTRIC POWER COMPANY"
"-98.199363, 29.901553","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-95.596998, 29.584957","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.153609, 28.874646","100-161","AEP TEXAS CENTRAL CO."
"-100.413793, 31.457082","100-161","AEP TEXAS NORTH CO."
"-98.801790, 29.468460","100-161","BANDERA ELECTRIC COOP, INC"
"-98.256273, 26.178990","100-161","AEP TEXAS CENTRAL CO."
"-96.119423, 33.162296","100-161","ONCOR ELECTRIC DELIVERY CO."
"-99.389354, 27.589210","100-161","AEP TEXAS CENTRAL COMPANY"
"-97.002807, 32.698646","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.630480, 32.309125","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.801691, 26.225586","100-161","AEP TEXAS"
"-96.775800, 33.080456","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.033846, 32.750477","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.006760, 33.065232","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.909555, 32.807961","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.886921, 29.986649","100-161","BANDERA ELECTRIC COOP, INC"
"-98.430419, 33.886688","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.488927, 31.886540","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.229182, 31.802260","100-161","EL PASO ELECTRIC CO."
"-100.299450, 34.009852","100-161","AEP TEXAS NORTH CO."
"-96.977104, 32.694339","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.327097, 32.943580","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.905976, 29.374992","100-161","TEXAS-NEW MEXICO POWER CO."
"-95.743337, 29.074181","100-161","TEXAS-NEW MEXICO POWER CO."
"-102.294922, 31.120586","100-161","AEP TEXAS NORTH CO."
"-96.806170, 32.745805","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.883596, 30.256030","100-161","CITY OF FREDERICKSBURG - (TX)"
"-102.800382, 33.076942","100-161","LEA COUNTY ELECTRIC COOP, INC"
"-95.358294, 30.020917","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-102.802582, 32.979341","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-97.962395, 29.613144","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-94.695674, 32.431076","100-161","SOUTHWESTERN ELECTRIC POWER CO."
"-97.218861, 31.509391","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.322582, 32.801204","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.762598, 32.564315","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.959924, 32.816694","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.650507, 35.101070","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-96.601354, 33.742582","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.110566, 29.816056","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.782205, 30.198675","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.932390, 32.878934","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-96.717265, 33.009687","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.002815, 29.483110","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-98.153255, 29.146652","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.346280, 29.042872","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.316111, 28.745492","100-161","AEP TEXAS CENTRAL CO."
"-98.171521, 29.693853","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-95.434374, 29.708921","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.497707, 29.721799","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.867726, 32.862450","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.912772, 29.369824","100-161","TEXAS-NEW MEXICO POWER CO."
"-95.015157, 29.740780","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.389461, 33.614578","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.235356, 32.622677","100-161","EL PASO ELECTRIC POWER COMPANY"
"-97.705174, 32.887783","100-161","ONCOR ELECTRIC DELIVERY CO."
"-99.064952, 30.009574","100-161","PEDERNALES ELECTRIC COOP, INC"
"-97.676343, 30.661520","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.016594, 32.849919","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.356235, 29.279076","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-99.716920, 32.434007","100-161","AEP TEXAS NORTH CO."
"-103.331349, 34.251652","100-161","ROOSEVELT COUNTY ELECTRIC COOPERATIVE"
"-102.364191, 34.828144","100-161","DEAF SMITH ELECTRIC COOP, INC"
"-106.564894, 35.094686","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-96.555371, 32.689859","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.227707, 31.682302","100-161","EL PASO ELECTRIC CO."
"-101.790619, 33.571695","100-161","CITY OF LUBBOCK - (TX)"
"-98.416512, 29.682212","100-161","BANDERA ELECTRIC COOP, INC"
"-96.959927, 32.816714","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.641815, 31.095063","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.941927, 29.366766","100-161","TEXAS-NEW MEXICO POWER CO."
"-95.474046, 30.763843","100-161","ENTERGY TEXAS, INC."
"-98.665956, 30.453640","100-161","CENTRAL TEXAS ELEC COOP, INC"
"-99.515319, 27.546956","100-161","AEP TEXAS CENTRAL CO."
"-101.441156, 35.669384","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-95.717205, 29.672386","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-94.891646, 30.036284","100-161","ENTERGY TEXAS, INC."
"-96.143782, 32.241590","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.979740, 29.952129","100-161","BANDERA ELECTRIC COOP, INC"
"-103.280105, 32.283267","100-161","SOUTHWEST PUBLIC SERVICE COMPANY"
"-95.537787, 30.316293","100-161","CENTERPOINT ENERGY"
"-106.736545, 35.086847","100-161","NOT AVAILABLE"
"-95.919963, 30.038255","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.646182, 30.649898","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.533641, 29.940419","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.873424, 32.766888","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.718708, 35.329966","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-97.794158, 30.391582","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.880051, 30.389280","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.006843, 29.800491","100-161","PEDERNALES ELECTRIC COOP, INC"
"-96.997399, 33.291196","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.794386, 31.191660","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.237570, 32.825411","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.424047, 26.103812","100-161","ONCOR ELECTRIC DELIVERY COMPANY LLC"
"-100.261477, 31.836030","100-161","COLEMAN COUNTY ELEC COOP, INC"
"-101.776642, 35.427691","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-95.041649, 29.627737","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.061587, 29.723884","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.442056, 32.565363","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.504631, 33.314645","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.946743, 29.384778","100-161","TEXAS-NEW MEXICO POWER CO."
"-100.162856, 32.106060","100-161","TAYLOR ELECTRIC COOP INC - (TX)"
"-95.126224, 29.752019","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.460999, 32.612295","100-161","NOT AVAILABLE"
"-95.250095, 31.900872","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.936871, 29.755574","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-99.251749, 28.491158","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.476703, 29.941591","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.124862, 29.905068","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.461601, 29.433762","100-161","BANDERA ELECTRIC COOP, INC"
"-96.715414, 28.562584","100-161","AEP TEXAS CENTRAL COMPANY"
"-94.022333, 31.043192","100-161","NOT AVAILABLE"
"-95.585504, 33.639191","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.702698, 29.517038","100-161","BANDERA ELECTRIC COOP, INC"
"-98.589911, 29.431651","100-161","BANDERA ELECTRIC COOP, INC"
"-95.192010, 29.254090","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.795382, 32.417558","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.803376, 29.817419","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-93.936716, 29.944102","100-161","ENTERGY TEXAS, INC."
"-95.899656, 29.246322","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.760425, 32.842293","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.667945, 32.914171","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.756906, 30.220892","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.708859, 33.042829","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.918556, 30.593037","100-161","ENTERGY TEXAS, INC."
"-101.757315, 35.157097","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-96.640965, 30.886180","100-161","ONCOR ELECTRIC DELIVERY COMPANY LLC"
"-94.776106, 32.221937","100-161","UPSHUR RURAL ELEC COOP CORP"
"-98.882131, 31.664589","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.105481, 31.059959","100-161","DEEP EAST TEXAS ELEC COOP INC"
"-100.863440, 36.372713","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-106.784151, 32.349544","100-161","EL PASO ELECTRIC POWER COMPANY"
"-106.608133, 35.140438","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-95.712662, 32.406774","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.258646, 32.941789","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.263974, 32.979376","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.170562, 30.614152","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.283993, 30.159716","100-161","ENTERGY TEXAS, INC."
"-95.072666, 29.722813","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.795010, 29.442488","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-106.323853, 31.866023","100-161","EL PASO ELECTRIC CO."
"-96.906248, 32.940687","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.728967, 29.708089","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-101.938998, 33.610969","100-161","CITY OF LUBBOCK - (TX)"
"-106.462792, 31.800122","100-161","EL PASO ELECTRIC CO."
"-102.706399, 32.964867","100-161","LEA COUNTY ELECTRIC COOP, INC"
"-94.007147, 29.900165","100-161","ENTERGY TEXAS, INC."
"-99.466111, 34.004696","100-161","SOUTHWEST RURAL ELEC ASSN INC"
"-97.729241, 30.394872","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.899428, 35.084023","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-96.833594, 32.807984","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.573948, 29.821354","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.742969, 29.074075","100-161","TEXAS-NEW MEXICO POWER CO."
"-97.437320, 32.889337","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.313954, 26.258743","100-161","AEP TEXAS CENTRAL COMPANY"
"-98.693019, 29.414870","100-161","BANDERA ELECTRIC COOP, INC"
"-96.871754, 33.629879","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.571023, 31.838194","100-161","NOT AVAILABLE"
"-102.563787, 32.088300","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.370980, 27.298003","100-161","AEP TEXAS CENTRAL CO."
"-96.396982, 29.576993","100-161","AEP TEXAS CENTRAL CO."
"-95.542069, 29.115386","100-161","CENTERPOINT ENERGY"
"-97.033258, 33.254231","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.294661, 35.872487","100-161","JEMEZ MOUNTAIN ELECTRIC COOPERATIVE"
"-99.192368, 28.736352","100-161","AEP TEXAS CENTRAL COMPANY"
"-94.055366, 29.975274","100-161","ENTERGY TEXAS, INC."
"-95.004746, 29.734010","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.374918, 32.371128","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.719065, 30.272368","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.305164, 28.145931","100-161","AEP TEXAS CENTRAL CO."
"-96.984595, 31.929954","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.107407, 31.027545","100-161","DEEP EAST TEXAS ELEC COOP INC"
"-94.923026, 29.842378","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-102.435233, 33.553548","100-161","LAMB COUNTY ELECTRIC COOP, INC"
"-93.906871, 29.990531","100-161","ENTERGY TEXAS, INC."
"-97.556454, 27.810066","100-161","AEP TEXAS CENTRAL CO."
"-101.862439, 33.759012","100-161","CITY OF LUBBOCK - (TX)"
"-97.095316, 33.317544","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.958255, 29.941072","100-161","ENTERGY TEXAS, INC."
"-96.692434, 32.681224","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.714845, 31.903959","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.621886, 35.466019","100-161","NOT AVAILABLE"
"-95.611052, 29.588440","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-100.359284, 31.493135","100-161","AEP TEXAS NORTH CO."
"-95.532087, 29.940796","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-100.813391, 36.402654","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-96.283085, 30.648091","100-161","CITY OF BRYAN - (TX)"
"-97.466882, 32.738716","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.846831, 30.397426","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.682824, 32.712750","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.390503, 29.141098","100-161","CENTERPOINT ENERGY"
"-95.378417, 29.736771","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.558079, 33.925893","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.996774, 30.215106","100-161","PEDERNALES ELECTRIC COOP, INC"
"-95.603095, 33.669904","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.165918, 29.919295","100-161","CITY OF BELLVILLE - (TX)"
"-95.395255, 29.997186","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-101.980426, 30.922139","100-161","AEP TEXAS NORTH CO."
"-94.086748, 30.041034","100-161","ENTERGY TEXAS, INC."
"-98.430448, 33.886586","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.654182, 32.731100","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.135459, 32.053422","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.174799, 29.809116","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.093123, 32.714875","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.298306, 29.202441","100-161","AEP TEXAS CENTRAL COMPANY"
"-94.453718, 32.430603","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-95.104674, 29.822743","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.885327, 30.309782","100-161","CITY OF FREDERICKSBURG - (TX)"
"-100.892386, 30.639873","100-161","NOT AVAILABLE"
"-97.663807, 29.937922","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-95.216547, 29.743866","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.255554, 29.718680","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-94.347724, 29.840291","100-161","ENTERGY TEXAS, INC."
"-94.679543, 29.874298","100-161","ENTERGY TEXAS, INC."
"-97.210458, 32.618302","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.511547, 31.805662","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.829151, 35.046610","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-95.223549, 29.640592","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-104.527274, 33.452190","100-161","NOT AVAILABLE"
"-95.359370, 28.983000","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.811204, 32.708496","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.618534, 29.770987","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-101.887706, 35.882941","100-161","SOUTHWESTERN PUBLIC SERVICE CO"
"-101.460782, 35.670436","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-93.963674, 30.015608","100-161","ENTERGY TEXAS, INC."
"-97.785623, 27.860479","100-161","AEP TEXAS CENTRAL COMPANY"
"-97.996014, 29.931023","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-98.576618, 26.411110","100-161","AEP TEXAS CENTRAL CO."
"-101.861962, 33.613797","100-161","CITY OF LUBBOCK - (TX)"
"-101.649662, 35.793404","100-161","RITA BLANCA ELECTRIC COOP, INC"
"-95.221578, 29.819587","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.410199, 30.130978","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-106.308853, 35.860951","100-161","JEMEZ MOUNTAIN ELECTRIC COOPERATIVE"
"-94.936417, 32.307662","100-161","SOUTHWESTERN ELECTRIC POWER CO."
"-98.851123, 30.110767","100-161","CENTRAL TEXAS ELEC COOP, INC"
"-93.988137, 29.967570","100-161","ENTERGY TEXAS, INC."
"-95.094028, 32.596964","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.435405, 25.890090","100-161","BROWNSVILLE PUBLIC UTILITIES BOARD"
"-97.699474, 30.523196","100-161","ONCOR ELECTRIC DELIVERY CO."
